Category URL,Category name,Product URL,Product name,Unit,Price,Image
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/orijen-regional-red-dog-treats-premios-para-perros.html,Orijen Regional Red dog treats premios para perro 100% proteina y nada mas,42.5 Gr,5.09,https://www.petsonic.com/20623-large_default/orijen-regional-red-dog-treats-premios-para-perros.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/tundra-dog-treats-premios-para-perros.html,Orijen Tundra dog treats premios para perro 100% proteina y nada mas,42.5 Gr,6.28,https://www.petsonic.com/20624-large_default/tundra-dog-treats-premios-para-perros.jpg
https://www.petsonic.com/snacks-naturales-para-perro/,Snacks Naturales para...,https://www.petsonic.com/adventuros-maxi-steaks-wild-buffalo-70grs.html,Adventuros maxi steaks Wild Buffalo 70grs,1 Unidad.,3.56,https://www.petsonic.com/20644-large_default/adventuros-maxi-steaks-wild-buffalo-70grs.jpg
https://www.petsonic.com/barritas-para-perros/,Barritas,https://www.petsonic.com/purina-pro-plan-snack-dentalife-mini-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Mini,5 unidades x 115Grs,10.79,https://www.petsonic.com/11184-large_default/purina-pro-plan-snack-dentalife-mini-para-perros.jpg
https://www.petsonic.com/barritas-para-perros/,Barritas,https://www.petsonic.com/purina-pro-plan-snack-dentalife-mini-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Mini,4 Unidades x 345gr,21.56,https://www.petsonic.com/11184-large_default/purina-pro-plan-snack-dentalife-mini-para-perros.jpg
https://www.petsonic.com/barritas-para-perros/,Barritas,https://www.petsonic.com/purina-pro-plan-snack-dentalife-medianos-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Medianos,5 unidades x 115Grs,10.76,https://www.petsonic.com/11187-large_default/purina-pro-plan-snack-dentalife-medianos-para-perros.jpg
https://www.petsonic.com/barritas-para-perros/,Barritas,https://www.petsonic.com/purina-pro-plan-snack-dentalife-medianos-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Medianos,5 unidades x 345Grs,26.96,https://www.petsonic.com/11187-large_default/purina-pro-plan-snack-dentalife-medianos-para-perros.jpg
https://www.petsonic.com/barritas-para-perros/,Barritas,https://www.petsonic.com/purina-pro-plan-snack-dentalife-grandes-para-perros.html,Purina Pro Plan Snack Dentalife para Perros Grandes,5 Unidades x 142gr,8.37,https://www.petsonic.com/11188-large_default/purina-pro-plan-snack-dentalife-grandes-para-perros.jpg
https://www.petsonic.com/barritas-para-perros/,Barritas,https://www.petsonic.com/affinity-advance-articular-snack-para-perros.html,Advance Articular Snack premios condroprotectores para perro,1 x 14 packs de 155 gr,34.66,https://www.petsonic.com/18859-large_default/affinity-advance-articular-snack-para-perros.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/snacks-de-pollo-en-monodosis-para-perro.html,Alpha Spirit Complementos Snacks de Pollo en Monodosis para Perro,Pack 16 x 35Grs,10.25,https://www.petsonic.com/12024-large_default/snacks-de-pollo-en-monodosis-para-perro.jpg
https://www.petsonic.com/semihumedos-para-perros/,Semihúmedos,https://www.petsonic.com/snacks-de-higado-en-monodosis-para-perro.html,Alpha Spirit Complementos Snacks de Higado en Monodosis para Perro,Pack 16 x 35Grs,10.25,https://www.petsonic.com/12026-large_default/snacks-de-higado-en-monodosis-para-perro.jpg
